title,video_id,frame_index,frame_file,abstain,scene_type,text_overlay,evidence,raw_response,upload_date_parsed,month,upload_date,Manual_evaluation
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,18,AJ0016_0018.jpg,FALSE,symbolic_or_religious_ritual,present,Small Palestinian flags arranged ceremonially; Memorial-like setup with symbolic flag display,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""Small Palestinian flags arranged ceremonially"",
    ""Memorial-like setup with symbolic flag display""
  ]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,18,AJ0060_0018.jpg,FALSE,other_or_unknown,present,person in formal tuxedo at podium; BAFTA Film Awards 2024 event setting,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""person in formal tuxedo at podium"", ""BAFTA Film Awards 2024 event setting""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,19,AJ0016_0019.jpg,FALSE,symbolic_or_religious_ritual,present,People arranging Palestinian flags; Large Palestinian flag visible,"{
  ""frame_id"": ""img_1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""People arranging Palestinian flags"", ""Large Palestinian flag visible""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,19,AJ0060_0019.jpg,TRUE,other_or_unknown,present,Tuxedo-clad presenter at podium; BAFTA Film Awards branding,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Tuxedo-clad presenter at podium"", ""BAFTA Film Awards branding""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,19,AJ0062_0019.jpg,TRUE,other_or_unknown,present,Adult in traditional attire holding newborn; Text overlay states 'from the management of the Emirati hospital',"{
  ""frame_id"": ""image_0"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""Adult in traditional attire holding newborn"",
    ""Text overlay states 'from the management of the Emirati hospital'""
  ]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
'Who is Yahya Sinwar?' #TheTake #shorts  #podcast.webm,AJ0012,20,AJ0012_0020.jpg,FALSE,symbolic_or_religious_ritual,present,green scarf with Arabic script; crowd holding green flags,"{
  ""frame_id"": ""image_1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""green scarf with Arabic script"", ""crowd holding green flags""]
}",8/12/2024 12:37,8/1/2024,2024-08-12T12:37:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,20,AJ0016_0020.jpg,FALSE,symbolic_or_religious_ritual,present,Palestinian flag; keffiyeh scarf,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""Palestinian flag"",
    ""keffiyeh scarf""
  ]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,20,AJ0060_0020.jpg,TRUE,other_or_unknown,present,BAFTA Film Awards event; men in formal suits at podium,"{
  ""frame_id"": ""image_001"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""BAFTA Film Awards event"", ""men in formal suits at podium""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,21,AJ0016_0021.jpg,FALSE,symbolic_or_religious_ritual,present,People placing small flags/markers on grass; Memorial-like arrangement with flags,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""People placing small flags/markers on grass"",
    ""Memorial-like arrangement with flags""
  ]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,22,AJ0016_0022.jpg,FALSE,symbolic_or_religious_ritual,present,people arranging small items outdoors; religious attire visible,"{
  ""frame_id"": ""img_001"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""people arranging small items outdoors"", ""religious attire visible""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,22,AJ0060_0022.jpg,FALSE,other_or_unknown,present,men in formal attire at podium; BAFTA Film Awards 2024 setting,"{
  ""frame_id"": ""img_1"",
  ""abstain"": false,
  ""scene_type"": [""other_or_unknown""],
  ""text_overlay"": ""present"",
  ""evidence"": [""men in formal attire at podium"", ""BAFTA Film Awards 2024 setting""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,23,AJ0016_0023.jpg,FALSE,symbolic_or_religious_ritual,present,Rows of small flags/objects being placed; People participating in a ceremonial activity,"{
  ""frame_id"": ""frame_001"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Rows of small flags/objects being placed"", ""People participating in a ceremonial activity""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,24,AJ0016_0024.jpg,FALSE,symbolic_or_religious_ritual,present,memorial flags in grassy area; people placing flags in park setting,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""memorial flags in grassy area"",
    ""people placing flags in park setting""
  ]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,24,AJ0060_0024.jpg,FALSE,other_or_unknown,present,BAFTA Film Awards ceremony setting with red curtains and formal attire; Al Jazeera logo indicating media coverage,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""BAFTA Film Awards ceremony setting with red curtains and formal attire"", ""Al Jazeera logo indicating media coverage""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,25,AJ0016_0025.jpg,FALSE,symbolic_or_religious_ritual,present,small Palestinian flags arranged in park; people placing flags for memorial setup,"{
  ""frame_id"": ""img1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""small Palestinian flags arranged in park"", ""people placing flags for memorial setup""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,25,AJ0062_0025.jpg,FALSE,other_or_unknown,present,outdoor setting with buildings; text overlay with name and quote,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""outdoor setting with buildings"", ""text overlay with name and quote""]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,26,AJ0016_0026.jpg,FALSE,symbolic_or_religious_ritual,present,Multiple Palestinian flags; Al Jazeera logo visible,"{
  ""frame_id"": ""img_1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Multiple Palestinian flags"", ""Al Jazeera logo visible""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,26,AJ0060_0026.jpg,FALSE,other_or_unknown,present,Person in tuxedo at podium with microphones and BAFTA statuette; Red curtains and stage setting typical of film awards ceremony,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [""other_or_unknown""],
  ""text_overlay"": ""present"",
  ""evidence"": [""Person in tuxedo at podium with microphones and BAFTA statuette"", ""Red curtains and stage setting typical of film awards ceremony""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,26,AJ0062_0026.jpg,FALSE,other_or_unknown,present,newborn in hospital bed; medical equipment and text overlay,"{
  ""frame_id"": ""image_frame_001"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""newborn in hospital bed"", ""medical equipment and text overlay""]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,27,AJ0060_0027.jpg,TRUE,other_or_unknown,present,man standing at podium with BAFTA award; red curtains and Al Jazeera logo,"{
  ""frame_id"": ""frame_0"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""man standing at podium with BAFTA award"",
    ""red curtains and Al Jazeera logo""
  ]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,28,AJ0016_0028.jpg,FALSE,symbolic_or_religious_ritual,present,multiple Palestinian flags arranged in a field; symbolic display for national identity,"{
  ""frame_id"": ""image_1"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""multiple Palestinian flags arranged in a field"",
    ""symbolic display for national identity""
  ]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,28,AJ0030_0028.jpg,FALSE,symbolic_or_religious_ritual,present,coffin visible; grave site,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""coffin visible"",
    ""grave site""
  ]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,29,AJ0016_0029.jpg,FALSE,symbolic_or_religious_ritual,present,Multiple Palestinian flags arranged in a field; Al Jazeera watermark visible,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Multiple Palestinian flags arranged in a field"", ""Al Jazeera watermark visible""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,29,AJ0030_0029.jpg,FALSE,symbolic_or_religious_ritual,present,Person digging hole for burial; Text overlay confirming burial of brother's body,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""Person digging hole for burial"",
    ""Text overlay confirming burial of brother's body""
  ]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,30,AJ0016_0030.jpg,FALSE,symbolic_or_religious_ritual,present,colored smoke trails; people wearing traditional shawls,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [""symbolic_or_religious_ritual""],
  ""text_overlay"": ""present"",
  ""evidence"": [""colored smoke trails"", ""people wearing traditional shawls""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,30,AJ0030_0030.jpg,FALSE,symbolic_or_religious_ritual,present,digging grave; burial ceremony,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""digging grave"",
    ""burial ceremony""
  ]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,30,AJ0062_0030.jpg,FALSE,other_or_unknown,present,Medical staff in scrubs; Neonatal incubator with newborn,"{
  ""frame_id"": ""img_0"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Medical staff in scrubs"", ""Neonatal incubator with newborn""]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,31,AJ0030_0031.jpg,FALSE,symbolic_or_religious_ritual,present,man digging a grave to bury a body; text overlay confirming burial process,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""man digging a grave to bury a body"",
    ""text overlay confirming burial process""
  ]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,31,AJ0060_0031.jpg,TRUE,other_or_unknown,present,BAFTA Film Awards podium; Person speaking at award ceremony with red stage curtains,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""BAFTA Film Awards podium"",
    ""Person speaking at award ceremony with red stage curtains""
  ]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,31,AJ0062_0031.jpg,FALSE,other_or_unknown,present,newborn infant in medical care setting; Al Jazeera logo visible,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""newborn infant in medical care setting"", ""Al Jazeera logo visible""]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,32,AJ0016_0032.jpg,FALSE,symbolic_or_religious_ritual,present,"colored smoke (green, red, yellow); many small flags in foreground","{
  ""frame_id"": ""frame_001"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""colored smoke (green, red, yellow)"", ""many small flags in foreground""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,32,AJ0030_0032.jpg,FALSE,symbolic_or_religious_ritual,present,digging grave; prayer over deceased,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": [""symbolic_or_religious_ritual""],
  ""text_overlay"": ""present"",
  ""evidence"": [""digging grave"", ""prayer over deceased""]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
BAFTA winner uses speech to addresses war in Gaza  | #AJshorts.webm,AJ0060,32,AJ0060_0032.jpg,FALSE,other_or_unknown,present,BAFTA Film Awards 2024 setting; Presenter at podium with trophy,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""BAFTA Film Awards 2024 setting"", ""Presenter at podium with trophy""]
}",2/19/2024 12:48,2/1/2024,2024-02-19T12:48:58Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,32,AJ0062_0032.jpg,FALSE,other_or_unknown,present,newborn infant in medical equipment; hospital bed; Al Jazeera logo,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": [""other_or_unknown""],
  ""text_overlay"": ""present"",
  ""evidence"": [""newborn infant in medical equipment"", ""hospital bed"", ""Al Jazeera logo""]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,33,AJ0016_0033.jpg,FALSE,symbolic_or_religious_ritual,present,"colored smoke (green, red) in ceremonial context; numerous small flags and traditional keffiyeh headscarf","{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""colored smoke (green, red) in ceremonial context"",
    ""numerous small flags and traditional keffiyeh headscarf""
  ]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,33,AJ0030_0033.jpg,FALSE,symbolic_or_religious_ritual,present,person digging hole for burial; text overlay describing recovery and prayer of a body,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""person digging hole for burial"",
    ""text overlay describing recovery and prayer of a body""
  ]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
Al Jazeera correspondent finds brother’s body in Gaza | Al Jazeera Newsfeed.webm,AJ0030,34,AJ0030_0034.jpg,FALSE,symbolic_or_religious_ritual,present,grave being dug; tombstone structures,"{
  ""frame_id"": ""image_0"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""grave being dug"", ""tombstone structures""]
}",4/1/2024 15:30,4/1/2024,2024-04-01T15:30:39Z,TRUE
Baby girl rescued from mother’s womb dies | #AJshorts.webm,AJ0062,34,AJ0062_0034.jpg,TRUE,other_or_unknown,present,newborn baby with medical tubing; hospital setting visible,"{
  ""frame_id"": ""image_0"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""newborn baby with medical tubing"", ""hospital setting visible""]
}",4/26/2024 20:23,4/1/2024,2024-04-26T20:23:41Z,TRUE
'The Democratic Party leadership hijacked the word ceasefire' #TheTake #Shorts #Podcast.webm,AJ0011,35,AJ0011_0035.jpg,FALSE,symbolic_or_religious_ritual,present,"body bags, funeral gathering, Al Jazeera branding","{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""body bags, funeral gathering, Al Jazeera branding""
  ]
}",8/21/2024 14:56,8/1/2024,2024-08-21T14:56:58Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,35,AJ0016_0035.jpg,FALSE,symbolic_or_religious_ritual,present,Palestinian flags arranged in rows; Colored smoke held by individuals,"{
  ""frame_id"": ""0"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Palestinian flags arranged in rows"", ""Colored smoke held by individuals""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
"15,000 Palestinian flags planted in memorial to Gaza’s children | AJ #shorts.webm",AJ0016,36,AJ0016_0036.jpg,FALSE,symbolic_or_religious_ritual,present,large number of Palestinian flags arranged ceremonially; colored smoke (red/green) displayed as symbolic elements,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""large number of Palestinian flags arranged ceremonially"", ""colored smoke (red/green) displayed as symbolic elements""]
}",9/19/2024 11:43,9/1/2024,2024-09-19T11:43:17Z,TRUE
Arrests over secret tunnel at New York synagogue.webm,AJ0054,36,AJ0054_0036.jpg,FALSE,symbolic_or_religious_ritual,present,coffin; religious attire,"{
  ""frame_id"": ""1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""coffin"", ""religious attire""]
}",1/10/2024 11:15,1/1/2024,2024-01-10T11:15:32Z,TRUE
'Houthi missile’ seen over Israeli city before interception | AJ #shorts.webm,AJ0004,37,AJ0004_0037.jpg,TRUE,other_or_unknown,present,Bright light source in dark sky; Al Jazeera logo and X.com link visible,"{
  ""frame_id"": ""frame_001"",
  ""abstain"": true,
  ""scene_type"": ""other_or_unknown"",
  ""text_overlay"": ""present"",
  ""evidence"": [""Bright light source in dark sky"", ""Al Jazeera logo and X.com link visible""]
}",9/27/2024 7:06,9/1/2024,2024-09-27T07:06:56Z,TRUE
'The Democratic Party leadership hijacked the word ceasefire' #TheTake #Shorts #Podcast.webm,AJ0011,37,AJ0011_0037.jpg,FALSE,symbolic_or_religious_ritual,present,covered bodies; religious attire,"{
  ""frame_id"": ""image_0"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""covered bodies"", ""religious attire""]
}",8/21/2024 14:56,8/1/2024,2024-08-21T14:56:58Z,TRUE
'The Democratic Party leadership hijacked the word ceasefire' #TheTake #Shorts #Podcast.webm,AJ0011,39,AJ0011_0039.jpg,FALSE,symbolic_or_religious_ritual,present,covered body; religious attire,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""covered body"",
    ""religious attire""
  ]
}",8/21/2024 14:56,8/1/2024,2024-08-21T14:56:58Z,TRUE
'The Democratic Party leadership hijacked the word ceasefire' #TheTake #Shorts #Podcast.webm,AJ0011,40,AJ0011_0040.jpg,FALSE,symbolic_or_religious_ritual,present,covered body in white shroud; group of people gathered in mourning line,"{
  ""frame_id"": ""frame_001"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""covered body in white shroud"", ""group of people gathered in mourning line""]
}",8/21/2024 14:56,8/1/2024,2024-08-21T14:56:58Z,TRUE
'The Democratic Party leadership hijacked the word ceasefire' #TheTake #Shorts #Podcast.webm,AJ0011,42,AJ0011_0042.jpg,FALSE,symbolic_or_religious_ritual,present,"covered body (funeral), people gathered in mourning, Al Jazeera logo and journalist presence","{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""covered body (funeral), people gathered in mourning, Al Jazeera logo and journalist presence""]
}",8/21/2024 14:56,8/1/2024,2024-08-21T14:56:58Z,TRUE
'The Democratic Party leadership hijacked the word ceasefire' #TheTake #Shorts #Podcast.webm,AJ0011,44,AJ0011_0044.jpg,FALSE,symbolic_or_religious_ritual,present,covered body; crowd gathering,"{
  ""frame_id"": ""frame_1"",
  ""abstain"": false,
  ""scene_type"": ""symbolic_or_religious_ritual"",
  ""text_overlay"": ""present"",
  ""evidence"": [""covered body"", ""crowd gathering""]
}",8/21/2024 14:56,8/1/2024,2024-08-21T14:56:58Z,TRUE
At least 23 killed in latest Israeli attack on Gaza school | AJ #Shorts.webm,AJ0058,45,AJ0058_0045.jpg,FALSE,symbolic_or_religious_ritual,present,body covered with blanket; people gathered around,"{
  ""frame_id"": ""string"",
  ""abstain"": false,
  ""scene_type"": [
    ""symbolic_or_religious_ritual""
  ],
  ""text_overlay"": ""present"",
  ""evidence"": [
    ""body covered with blanket"",
    ""people gathered around""
  ]
}",7/16/2024 19:44,7/1/2024,2024-07-16T19:44:50Z,TRUE
Al Jazeera reporter interrupted by Hezbollah-Israeli missiles | AJ #shorts.webm,AJ0036,51,AJ0036_0051.jpg,TRUE,other_or_unknown,present,person wearing helmet and striped clothing holding object; hazy landscape with hills and distant structures,"{
  ""frame_id"": ""string"",
  ""abstain"": true,
  ""scene_type"": [""other_or_unknown""],
  ""text_overlay"": ""present"",
  ""evidence"": [""person wearing helmet and striped clothing holding object"", ""hazy landscape with hills and distant structures""]
}",8/7/2024 9:39,8/1/2024,2024-08-07T09:39:11Z,TRUE
